AAPL,Jun 1 2009,142.43
AAPL,Jul 1 2009,163.39
AAPL,Aug 1 2009,168.21
AAPL,Sep 1 2009,185.35
AAPL,Oct 1 2009,188.5
AAPL,Nov 1 2009,199.91
